pos,player,opp,status,stats,points,year,week,team,total_score,total_bench,record,streak,team_away,total_score_away,total_bench_away,record_away,streak_away,game_id
BN,M. Crabtree WR - LV,@TEN,"Win, 26-16","83 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",8.3,2017,1,Goldcity,77.38,54.38,0-1-0,L1,The Manning Faced God,92.1,23.62,1-0-0,W1,3
BN,L. Blount RB - PHI,@WAS,"Win, 30-17","46 Rush Yds, Rush TD, Fum, 1 Rec Yds, 1 Rec TD, 2PT, ...",10.7,2017,1,Goldcity,77.38,54.38,0-1-0,L1,The Manning Faced God,92.1,23.62,1-0-0,W1,3
BN,D. Carr QB - LV,@TEN,"Win, 26-16","262 Pass Yds, 2 Pass TD, Int, 2 Rush Yds, Rush TD, Fum, 2PT, ...",18.68,2017,1,Goldcity,77.38,54.38,0-1-0,L1,The Manning Faced God,92.1,23.62,1-0-0,W1,3
BN,Falcons DEF,@CHI,"Win, 23-17","17 Pts, 4 Sck, Int, Fum, TD, Ret TD, Saf, ...",5.0,2017,1,Goldcity,77.38,54.38,0-1-0,L1,The Manning Faced God,92.1,23.62,1-0-0,W1,3
QB,K. Cousins QB - WAS,PHI,"Loss, 17-30","240 Pass Yds, 1 Pass TD, 1 Int, 30 Rush Yds, Rush TD, 2 Fum, 2PT, ...",10.6,2017,1,The Manning Faced God,92.1,23.62,1-0-0,W1,Goldcity,77.38,54.38,0-1-0,L1,3
RB,M. Gillislee RB - NE,KC,"Loss, 27-42","45 Rush Yds, 3 Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",22.5,2017,1,The Manning Faced God,92.1,23.62,1-0-0,W1,Goldcity,77.38,54.38,0-1-0,L1,3
RB,D. Freeman RB - ATL,@CHI,"Win, 23-17","37 Rush Yds, 1 Rush TD, Fum, 2 Rec Yds, Rec TD, 2PT, ...",9.9,2017,1,The Manning Faced God,92.1,23.62,1-0-0,W1,Goldcity,77.38,54.38,0-1-0,L1,3
WR,T. Pryor WR - WAS,PHI,"Loss, 17-30","66 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",6.6,2017,1,The Manning Faced God,92.1,23.62,1-0-0,W1,Goldcity,77.38,54.38,0-1-0,L1,3
WR,A. Cooper WR - LV,@TEN,"Win, 26-16","62 Rec Yds, 1 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",12.2,2017,1,The Manning Faced God,92.1,23.62,1-0-0,W1,Goldcity,77.38,54.38,0-1-0,L1,3
TE,R. Gronkowski TE - NE,KC,"Loss, 27-42","33 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",3.3,2017,1,The Manning Faced God,92.1,23.62,1-0-0,W1,Goldcity,77.38,54.38,0-1-0,L1,3
W/R,B. Marshall WR - NYG,@DAL,"Loss, 3-19","10 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",1.0,2017,1,The Manning Faced God,92.1,23.62,1-0-0,W1,Goldcity,77.38,54.38,0-1-0,L1,3
K,M. Bryant K - ATL,@CHI,"Win, 23-17","2 PAT, PAT Miss, 0-19, 1 20-29, 1 30-39, 1 40-49, 50+, Miss 0-19, Miss 20-29, Miss 30-39, Miss 40-49, Miss 50+, ...",11.0,2017,1,The Manning Faced God,92.1,23.62,1-0-0,W1,Goldcity,77.38,54.38,0-1-0,L1,3
DEF,Panthers DEF,@SF,"Win, 23-3","3 Pts, 4 Sck, 1 Int, 1 Fum, TD, Ret TD, Saf, ...",15.0,2017,1,The Manning Faced God,92.1,23.62,1-0-0,W1,Goldcity,77.38,54.38,0-1-0,L1,3
BN,D. McFadden RB,Bye,,"Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",0.0,2017,1,The Manning Faced God,92.1,23.62,1-0-0,W1,Goldcity,77.38,54.38,0-1-0,L1,3
BN,A. Peterson RB - ARI,@DET,"Loss, 23-35","18 Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",1.8,2017,1,The Manning Faced God,92.1,23.62,1-0-0,W1,Goldcity,77.38,54.38,0-1-0,L1,3
BN,D. Adams WR - GB,SEA,"Win, 17-9","47 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",4.7,2017,1,The Manning Faced God,92.1,23.62,1-0-0,W1,Goldcity,77.38,54.38,0-1-0,L1,3
BN,O. Beckham WR - NYG,@DAL,"Loss, 3-19","Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.0,2017,1,The Manning Faced God,92.1,23.62,1-0-0,W1,Goldcity,77.38,54.38,0-1-0,L1,3
BN,D. Parker WR - MIA,Bye,,"Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.0,2017,1,The Manning Faced God,92.1,23.62,1-0-0,W1,Goldcity,77.38,54.38,0-1-0,L1,3
BN,D. Prescott QB - DAL,NYG,"Win, 19-3","268 Pass Yds, 1 Pass TD, Int, 24 Rush Yds, Rush TD, Fum, 2PT, ...",17.12,2017,1,The Manning Faced God,92.1,23.62,1-0-0,W1,Goldcity,77.38,54.38,0-1-0,L1,3
QB,C. Palmer QB - ARI,@IND,"Win, 16-13","332 Pass Yds, 1 Pass TD, 1 Int, 6 Rush Yds, Rush TD, Fum, 2PT, ...",15.88,2017,2,Le'Veon A Prayer,93.38,55.0,2-0-0,W2,Suit Up,86.56,30.8,0-2-0,L2,4
RB,L. Bell RB - PIT,MIN,"Win, 26-9","87 Rush Yds, Rush TD, Fum, 4 Rec Yds, Rec TD, 2PT, ...",9.1,2017,2,Le'Veon A Prayer,93.38,55.0,2-0-0,W2,Suit Up,86.56,30.8,0-2-0,L2,4
RB,K. Hunt RB - KC,PHI,"Win, 27-20","81 Rush Yds, 2 Rush TD, Fum, 28 Rec Yds, Rec TD, 2PT, ...",22.9,2017,2,Le'Veon A Prayer,93.38,55.0,2-0-0,W2,Suit Up,86.56,30.8,0-2-0,L2,4
WR,J. Nelson WR - GB,@ATL,"Loss, 23-34","Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.0,2017,2,Le'Veon A Prayer,93.38,55.0,2-0-0,W2,Suit Up,86.56,30.8,0-2-0,L2,4
WR,K. Allen WR - LAC,MIA,"Loss, 17-19","100 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",10.0,2017,2,Le'Veon A Prayer,93.38,55.0,2-0-0,W2,Suit Up,86.56,30.8,0-2-0,L2,4
TE,T. Kelce TE - KC,PHI,"Win, 27-20","103 Rec Yds, 1 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",16.3,2017,2,Le'Veon A Prayer,93.38,55.0,2-0-0,W2,Suit Up,86.56,30.8,0-2-0,L2,4
W/R,E. Elliott RB - DAL,@DEN,"Loss, 17-42","8 Rush Yds, Rush TD, Fum, 14 Rec Yds, Rec TD, 2PT, ...",2.2,2017,2,Le'Veon A Prayer,93.38,55.0,2-0-0,W2,Suit Up,86.56,30.8,0-2-0,L2,4
K,G. Tavecchio K - LV,NYJ,"Win, 45-20","6 PAT, PAT Miss, 0-19, 1 20-29, 30-39, 40-49, 50+, Miss 0-19, Miss 20-29, Miss 30-39, Miss 40-49, Miss 50+, ...",8.0,2017,2,Le'Veon A Prayer,93.38,55.0,2-0-0,W2,Suit Up,86.56,30.8,0-2-0,L2,4
DEF,Raiders DEF,NYJ,"Win, 45-20","20 Pts, 4 Sck, Int, 2 Fum, TD, Ret TD, Saf, ...",9.0,2017,2,Le'Veon A Prayer,93.38,55.0,2-0-0,W2,Suit Up,86.56,30.8,0-2-0,L2,4
BN,D. Thomas WR - DEN,DAL,"Win, 42-17","71 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",7.1,2017,2,Le'Veon A Prayer,93.38,55.0,2-0-0,W2,Suit Up,86.56,30.8,0-2-0,L2,4
BN,D. Martin RB - TB,CHI,"Win, 29-7","Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",0.0,2017,2,Le'Veon A Prayer,93.38,55.0,2-0-0,W2,Suit Up,86.56,30.8,0-2-0,L2,4
BN,M. Bryant WR - PIT,MIN,"Win, 26-9","91 Rec Yds, 1 Rec TD, Fum, 7 Rush Yds, Rush TD, 2PT, ...",15.8,2017,2,Le'Veon A Prayer,93.38,55.0,2-0-0,W2,Suit Up,86.56,30.8,0-2-0,L2,4
BN,T. Coleman RB - ATL,GB,"Win, 34-23","42 Rush Yds, Rush TD, Fum, 3 Rec Yds, 1 Rec TD, 2PT, ...",10.5,2017,2,Le'Veon A Prayer,93.38,55.0,2-0-0,W2,Suit Up,86.56,30.8,0-2-0,L2,4
BN,D. Henry RB - TEN,@JAX,"Win, 37-16","92 Rush Yds, 1 Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",15.2,2017,2,Le'Veon A Prayer,93.38,55.0,2-0-0,W2,Suit Up,86.56,30.8,0-2-0,L2,4
BN,D. Cook RB - MIN,@PIT,"Loss, 9-26","64 Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",6.4,2017,2,Le'Veon A Prayer,93.38,55.0,2-0-0,W2,Suit Up,86.56,30.8,0-2-0,L2,4
QB,J. Winston QB - TB,CHI,"Win, 29-7","204 Pass Yds, 1 Pass TD, Int, 3 Rush Yds, Rush TD, Fum, 2PT, ...",12.46,2017,2,Suit Up,86.56,30.8,0-2-0,L2,Le'Veon A Prayer,93.38,55.0,2-0-0,W2,4
RB,M. Gordon RB - LAC,MIA,"Loss, 17-19","13 Rush Yds, 1 Rush TD, Fum, 65 Rec Yds, Rec TD, 2PT, ...",13.8,2017,2,Suit Up,86.56,30.8,0-2-0,L2,Le'Veon A Prayer,93.38,55.0,2-0-0,W2,4
RB,L. Fournette RB - JAX,TEN,"Loss, 16-37","40 Rush Yds, 1 Rush TD, Fum, 21 Rec Yds, Rec TD, 2PT, ...",12.1,2017,2,Suit Up,86.56,30.8,0-2-0,L2,Le'Veon A Prayer,93.38,55.0,2-0-0,W2,4
WR,C. Hogan WR - NE,@NO,"Win, 36-20","78 Rec Yds, 1 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",13.8,2017,2,Suit Up,86.56,30.8,0-2-0,L2,Le'Veon A Prayer,93.38,55.0,2-0-0,W2,4
WR,M. Evans WR - TB,CHI,"Win, 29-7","93 Rec Yds, 1 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",15.3,2017,2,Suit Up,86.56,30.8,0-2-0,L2,Le'Veon A Prayer,93.38,55.0,2-0-0,W2,4
TE,G. Olsen TE - CAR,BUF,"Win, 9-3","10 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",1.0,2017,2,Suit Up,86.56,30.8,0-2-0,L2,Le'Veon A Prayer,93.38,55.0,2-0-0,W2,4
W/R,L. Fitzgerald WR - ARI,@IND,"Win, 16-13","21 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",2.1,2017,2,Suit Up,86.56,30.8,0-2-0,L2,Le'Veon A Prayer,93.38,55.0,2-0-0,W2,4
K,J. Tucker K - BAL,CLE,"Win, 24-10","3 PAT, PAT Miss, 0-19, 1 20-29, 30-39, 40-49, 50+, Miss 0-19, Miss 20-29, Miss 30-39, Miss 40-49, 1 Miss 50+, ...",5.0,2017,2,Suit Up,86.56,30.8,0-2-0,L2,Le'Veon A Prayer,93.38,55.0,2-0-0,W2,4
DEF,Chiefs DEF,PHI,"Win, 27-20","20 Pts, 6 Sck, 1 Int, 1 Fum, TD, Ret TD, Saf, ...",11.0,2017,2,Suit Up,86.56,30.8,0-2-0,L2,Le'Veon A Prayer,93.38,55.0,2-0-0,W2,4
BN,R. Cobb WR - GB,@ATL,"Loss, 23-34","60 Rec Yds, Rec TD, Fum, 10 Rush Yds, Rush TD, 2PT, ...",7.0,2017,2,Suit Up,86.56,30.8,0-2-0,L2,Le'Veon A Prayer,93.38,55.0,2-0-0,W2,4
BN,T. Hilton WR - IND,ARI,"Loss, 13-16","49 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",4.9,2017,2,Suit Up,86.56,30.8,0-2-0,L2,Le'Veon A Prayer,93.38,55.0,2-0-0,W2,4
BN,E. Lacy RB - SEA,SF,"Win, 12-9","Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",0.0,2017,2,Suit Up,86.56,30.8,0-2-0,L2,Le'Veon A Prayer,93.38,55.0,2-0-0,W2,4
BN,D. Moncrief WR - IND,ARI,"Loss, 13-16","18 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",1.8,2017,2,Suit Up,86.56,30.8,0-2-0,L2,Le'Veon A Prayer,93.38,55.0,2-0-0,W2,4
BN,M. Mariota QB - TEN,@JAX,"Win, 37-16","215 Pass Yds, 1 Pass TD, 1 Int, 24 Rush Yds, Rush TD, Fum, 2PT, ...",13.0,2017,2,Suit Up,86.56,30.8,0-2-0,L2,Le'Veon A Prayer,93.38,55.0,2-0-0,W2,4
BN,J. Mixon RB - CIN,HOU,"Loss, 9-13","36 Rush Yds, Rush TD, Fum, 5 Rec Yds, Rec TD, 2PT, ...",4.1,2017,2,Suit Up,86.56,30.8,0-2-0,L2,Le'Veon A Prayer,93.38,55.0,2-0-0,W2,4
QB,D. Carr QB - LV,NYJ,"Win, 45-20","230 Pass Yds, 3 Pass TD, Int, Rush Yds, Rush TD, Fum, 2PT, ...",21.2,2017,2,Goldcity,88.2,70.38,0-2-0,L2,Rui's Crew,98.04,39.52,2-0-0,W2,5
RB,L. McCoy RB - BUF,@CAR,"Loss, 3-9","9 Rush Yds, Rush TD, Fum, 34 Rec Yds, Rec TD, 2PT, ...",4.3,2017,2,Goldcity,88.2,70.38,0-2-0,L2,Rui's Crew,98.04,39.52,2-0-0,W2,5
RB,C. Hyde RB - SF,@SEA,"Loss, 9-12","124 Rush Yds, Rush TD, Fum, 19 Rec Yds, Rec TD, 2PT, ...",14.3,2017,2,Goldcity,88.2,70.38,0-2-0,L2,Rui's Crew,98.04,39.52,2-0-0,W2,5
WR,M. Crabtree WR - LV,NYJ,"Win, 45-20","80 Rec Yds, 3 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",26.0,2017,2,Goldcity,88.2,70.38,0-2-0,L2,Rui's Crew,98.04,39.52,2-0-0,W2,5
WR,M. Thomas WR - NO,NE,"Loss, 20-36","89 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",8.9,2017,2,Goldcity,88.2,70.38,0-2-0,L2,Rui's Crew,98.04,39.52,2-0-0,W2,5
TE,K. Rudolph TE - MIN,@PIT,"Loss, 9-26","45 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",4.5,2017,2,Goldcity,88.2,70.38,0-2-0,L2,Rui's Crew,98.04,39.52,2-0-0,W2,5
W/R,L. Blount RB - PHI,@KC,"Loss, 20-27","Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",0.0,2017,2,Goldcity,88.2,70.38,0-2-0,L2,Rui's Crew,98.04,39.52,2-0-0,W2,5
K,D. Bailey K - DAL,@DEN,"Loss, 17-42","2 PAT, PAT Miss, 0-19, 20-29, 30-39, 40-49, 1 50+, Miss 0-19, Miss 20-29, Miss 30-39, Miss 40-49, Miss 50+, ...",7.0,2017,2,Goldcity,88.2,70.38,0-2-0,L2,Rui's Crew,98.04,39.52,2-0-0,W2,5
DEF,Vikings DEF,@PIT,"Loss, 9-26","26 Pts, 2 Sck, Int, Fum, TD, Ret TD, Saf, ...",2.0,2017,2,Goldcity,88.2,70.38,0-2-0,L2,Rui's Crew,98.04,39.52,2-0-0,W2,5
BN,M. Forte RB - NYJ,@LV,"Loss, 20-45","53 Rush Yds, Rush TD, Fum, 38 Rec Yds, Rec TD, 2PT, ...",9.1,2017,2,Goldcity,88.2,70.38,0-2-0,L2,Rui's Crew,98.04,39.52,2-0-0,W2,5
BN,P. Garcon WR - SF,@SEA,"Loss, 9-12","26 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",2.6,2017,2,Goldcity,88.2,70.38,0-2-0,L2,Rui's Crew,98.04,39.52,2-0-0,W2,5
BN,T. Brady QB - NE,@NO,"Win, 36-20","447 Pass Yds, 3 Pass TD, Int, 9 Rush Yds, Rush TD, Fum, 2PT, ...",30.78,2017,2,Goldcity,88.2,70.38,0-2-0,L2,Rui's Crew,98.04,39.52,2-0-0,W2,5
BN,F. Gore RB - IND,ARI,"Loss, 13-16","46 Rush Yds, 1 Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",10.6,2017,2,Goldcity,88.2,70.38,0-2-0,L2,Rui's Crew,98.04,39.52,2-0-0,W2,5
BN,B. Cooks WR - NE,@NO,"Win, 36-20","37 Rec Yds, Rec TD, Fum, 6 Rush Yds, Rush TD, 2PT, ...",4.3,2017,2,Goldcity,88.2,70.38,0-2-0,L2,Rui's Crew,98.04,39.52,2-0-0,W2,5
BN,Falcons DEF,GB,"Win, 34-23","23 Pts, 3 Sck, 1 Int, 1 Fum, 1 TD, Ret TD, Saf, ...",13.0,2017,2,Goldcity,88.2,70.38,0-2-0,L2,Rui's Crew,98.04,39.52,2-0-0,W2,5
QB,D. Brees QB - NO,NE,"Loss, 20-36","356 Pass Yds, 2 Pass TD, Int, Rush Yds, Rush TD, Fum, 2PT, ...",22.24,2017,2,Rui's Crew,98.04,39.52,2-0-0,W2,Goldcity,88.2,70.38,0-2-0,L2,5
RB,T. Gurley RB - LA,WAS,"Loss, 20-27","88 Rush Yds, 1 Rush TD, 1 Fum, 48 Rec Yds, 1 Rec TD, 2PT, ...",23.6,2017,2,Rui's Crew,98.04,39.52,2-0-0,W2,Goldcity,88.2,70.38,0-2-0,L2,5
RB,R. Kelley RB - WAS,@LA,"Win, 27-20","78 Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",7.8,2017,2,Rui's Crew,98.04,39.52,2-0-0,W2,Goldcity,88.2,70.38,0-2-0,L2,5
WR,D. Bryant WR - DAL,@DEN,"Loss, 17-42","59 Rec Yds, 1 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",11.9,2017,2,Rui's Crew,98.04,39.52,2-0-0,W2,Goldcity,88.2,70.38,0-2-0,L2,5
WR,J. Landry WR - MIA,@LAC,"Win, 19-17","78 Rec Yds, Rec TD, Fum, -7 Rush Yds, Rush TD, 2PT, ...",7.1,2017,2,Rui's Crew,98.04,39.52,2-0-0,W2,Goldcity,88.2,70.38,0-2-0,L2,5
TE,D. Walker TE - TEN,@JAX,"Win, 37-16","61 Rec Yds, Rec TD, Fum, 1 Rush Yds, 1 Rush TD, 2PT, ...",12.2,2017,2,Rui's Crew,98.04,39.52,2-0-0,W2,Goldcity,88.2,70.38,0-2-0,L2,5
W/R,K. Williams RB - ARI,@IND,"Win, 16-13","22 Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",2.2,2017,2,Rui's Crew,98.04,39.52,2-0-0,W2,Goldcity,88.2,70.38,0-2-0,L2,5
K,B. Walsh K - SEA,SF,"Win, 12-9","PAT, 1 PAT Miss, 0-19, 2 20-29, 30-39, 40-49, 50+, Miss 0-19, Miss 20-29, Miss 30-39, Miss 40-49, Miss 50+, ...",3.0,2017,2,Rui's Crew,98.04,39.52,2-0-0,W2,Goldcity,88.2,70.38,0-2-0,L2,5
DEF,Seahawks DEF,SF,"Win, 12-9","9 Pts, 2 Sck, 1 Int, Fum, TD, Ret TD, Saf, ...",8.0,2017,2,Rui's Crew,98.04,39.52,2-0-0,W2,Goldcity,88.2,70.38,0-2-0,L2,5
BN,D. Jackson WR - TB,CHI,"Win, 29-7","39 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",3.9,2017,2,Rui's Crew,98.04,39.52,2-0-0,W2,Goldcity,88.2,70.38,0-2-0,L2,5
BN,J. Cook TE - LV,NYJ,"Win, 45-20","25 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",2.5,2017,2,Rui's Crew,98.04,39.52,2-0-0,W2,Goldcity,88.2,70.38,0-2-0,L2,5
BN,M. Ingram RB - NO,NE,"Loss, 20-36","52 Rush Yds, Rush TD, Fum, 24 Rec Yds, Rec TD, 2PT, ...",7.6,2017,2,Rui's Crew,98.04,39.52,2-0-0,W2,Goldcity,88.2,70.38,0-2-0,L2,5
BN,B. Roethlisberger QB - PIT,MIN,"Win, 26-9","243 Pass Yds, 2 Pass TD, Int, -2 Rush Yds, Rush TD, Fum, 2PT, ...",17.52,2017,2,Rui's Crew,98.04,39.52,2-0-0,W2,Goldcity,88.2,70.38,0-2-0,L2,5
BN,D. Johnson RB - ARI,@IND,"Win, 16-13","Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",0.0,2017,2,Rui's Crew,98.04,39.52,2-0-0,W2,Goldcity,88.2,70.38,0-2-0,L2,5
BN,Steelers DEF,MIN,"Win, 26-9","9 Pts, 2 Sck, Int, 1 Fum, TD, Ret TD, Saf, ...",8.0,2017,2,Rui's Crew,98.04,39.52,2-0-0,W2,Goldcity,88.2,70.38,0-2-0,L2,5
QB,M. Ryan QB - ATL,GB,"Win, 34-23","252 Pass Yds, 1 Pass TD, Int, 8 Rush Yds, Rush TD, Fum, 2PT, ...",14.88,2017,2,Leschke-Ultras,92.08,38.92,1-1-0,W1,Kung Suh Panda,80.62,48.22,0-2-0,L2,6
RB,C. Anderson RB - DEN,DAL,"Win, 42-17","118 Rush Yds, 1 Rush TD, Fum, 36 Rec Yds, 1 Rec TD, 2PT, ...",27.4,2017,2,Leschke-Ultras,92.08,38.92,1-1-0,W1,Kung Suh Panda,80.62,48.22,0-2-0,L2,6
RB,J. Ajayi RB - PHI,@KC,"Loss, 20-27","122 Rush Yds, Rush TD, Fum, 4 Rec Yds, Rec TD, 2PT, ...",12.6,2017,2,Leschke-Ultras,92.08,38.92,1-1-0,W1,Kung Suh Panda,80.62,48.22,0-2-0,L2,6
WR,A. Green WR - CIN,HOU,"Loss, 9-13","67 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",6.7,2017,2,Leschke-Ultras,92.08,38.92,1-1-0,W1,Kung Suh Panda,80.62,48.22,0-2-0,L2,6
WR,D. Baldwin WR - SEA,SF,"Win, 12-9","44 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",4.4,2017,2,Leschke-Ultras,92.08,38.92,1-1-0,W1,Kung Suh Panda,80.62,48.22,0-2-0,L2,6
TE,J. Graham TE - SEA,SF,"Win, 12-9","1 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.1,2017,2,Leschke-Ultras,92.08,38.92,1-1-0,W1,Kung Suh Panda,80.62,48.22,0-2-0,L2,6
W/R,J. Stewart RB - CAR,BUF,"Win, 9-3","40 Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",4.0,2017,2,Leschke-Ultras,92.08,38.92,1-1-0,W1,Kung Suh Panda,80.62,48.22,0-2-0,L2,6
K,C. Santos K - CHI,@TB,"Loss, 7-29","3 PAT, PAT Miss, 0-19, 20-29, 2 30-39, 40-49, 50+, Miss 0-19, Miss 20-29, Miss 30-39, Miss 40-49, Miss 50+, ...",9.0,2017,2,Leschke-Ultras,92.08,38.92,1-1-0,W1,Kung Suh Panda,80.62,48.22,0-2-0,L2,6
DEF,Broncos DEF,DAL,"Win, 42-17","17 Pts, 2 Sck, 2 Int, Fum, 1 TD, Ret TD, Saf, ...",13.0,2017,2,Leschke-Ultras,92.08,38.92,1-1-0,W1,Kung Suh Panda,80.62,48.22,0-2-0,L2,6
BN,G. Tate WR - DET,@NYG,"Win, 24-10","25 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",2.5,2017,2,Leschke-Ultras,92.08,38.92,1-1-0,W1,Kung Suh Panda,80.62,48.22,0-2-0,L2,6
BN,R. Wilson QB - SEA,SF,"Win, 12-9","198 Pass Yds, 1 Pass TD, Int, 34 Rush Yds, Rush TD, Fum, 2PT, ...",15.32,2017,2,Leschke-Ultras,92.08,38.92,1-1-0,W1,Kung Suh Panda,80.62,48.22,0-2-0,L2,6
BN,T. Riddick RB - DET,@NYG,"Win, 24-10","20 Rush Yds, Rush TD, Fum, 17 Rec Yds, Rec TD, 2PT, ...",3.7,2017,2,Leschke-Ultras,92.08,38.92,1-1-0,W1,Kung Suh Panda,80.62,48.22,0-2-0,L2,6
BN,Z. Ertz TE - PHI,@KC,"Loss, 20-27","97 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",9.7,2017,2,Leschke-Ultras,92.08,38.92,1-1-0,W1,Kung Suh Panda,80.62,48.22,0-2-0,L2,6
BN,K. Benjamin WR - BUF,@CAR,"Loss, 3-9","77 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",7.7,2017,2,Leschke-Ultras,92.08,38.92,1-1-0,W1,Kung Suh Panda,80.62,48.22,0-2-0,L2,6
BN,W. Snead WR - NO,NE,"Loss, 20-36","Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.0,2017,2,Leschke-Ultras,92.08,38.92,1-1-0,W1,Kung Suh Panda,80.62,48.22,0-2-0,L2,6
QB,A. Rodgers QB - GB,@ATL,"Loss, 23-34","343 Pass Yds, 2 Pass TD, 1 Int, 8 Rush Yds, Rush TD, 1 Fum, 2PT, ...",18.52,2017,2,Kung Suh Panda,80.62,48.22,0-2-0,L2,Leschke-Ultras,92.08,38.92,1-1-0,W1,6
RB,D. Murray RB - TEN,@JAX,"Win, 37-16","25 Rush Yds, Rush TD, Fum, 3 Rec Yds, Rec TD, 2PT, ...",2.8,2017,2,Kung Suh Panda,80.62,48.22,0-2-0,L2,Leschke-Ultras,92.08,38.92,1-1-0,W1,6
RB,L. Miller RB - HOU,@CIN,"Win, 13-9","61 Rush Yds, Rush TD, Fum, 26 Rec Yds, Rec TD, 2PT, ...",8.7,2017,2,Kung Suh Panda,80.62,48.22,0-2-0,L2,Leschke-Ultras,92.08,38.92,1-1-0,W1,6
WR,J. Jones WR - ATL,GB,"Win, 34-23","108 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",10.8,2017,2,Kung Suh Panda,80.62,48.22,0-2-0,L2,Leschke-Ultras,92.08,38.92,1-1-0,W1,6
WR,T. Hill WR - KC,PHI,"Win, 27-20","43 Rec Yds, Rec TD, Fum, 6 Rush Yds, Rush TD, 2PT, ...",4.9,2017,2,Kung Suh Panda,80.62,48.22,0-2-0,L2,Leschke-Ultras,92.08,38.92,1-1-0,W1,6
TE,T. Eifert TE - CIN,HOU,"Loss, 9-13","42 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",4.2,2017,2,Kung Suh Panda,80.62,48.22,0-2-0,L2,Leschke-Ultras,92.08,38.92,1-1-0,W1,6
W/R,J. Rodgers RB - TB,CHI,"Win, 29-7","67 Rush Yds, 1 Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",12.7,2017,2,Kung Suh Panda,80.62,48.22,0-2-0,L2,Leschke-Ultras,92.08,38.92,1-1-0,W1,6
K,S. Gostkowski K - NE,@NO,"Win, 36-20","3 PAT, 1 PAT Miss, 0-19, 3 20-29, 30-39, 40-49, 50+, Miss 0-19, Miss 20-29, Miss 30-39, Miss 40-49, Miss 50+, ...",8.0,2017,2,Kung Suh Panda,80.62,48.22,0-2-0,L2,Leschke-Ultras,92.08,38.92,1-1-0,W1,6
